"X","listing_id","host_id","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","capped_price","capped_minimum_nights","afinnsentiment","bingsentiment","nrcsentiment","ave_sentiment"
9303,23884664,151305987,"Newtonbrook East",43.78828,-79.41667,"Private room",37,3,55,"2020-03-09",2.13,2,37,3,229,119,117,0.46579544702059
9304,23894132,4746342,"Trinity-Bellwoods",43.65375,-79.42268,"Private room",48,2,6,"2018-05-27",0.24,1,48,2,56,27,22,0.456806398700839
9305,23895091,179569152,"Annex",43.67573,-79.40236,"Entire home/apt",125,2,9,"2020-02-18",0.97,1,125,2,76,47,52,0.365667914484512
9307,23899304,36748066,"Niagara",43.63635,-79.40453,"Entire home/apt",150,1,39,"2019-08-16",1.6,2,150,1,186,86,88,0.338589336630747
9308,23899483,12742095,"Willowdale East",43.76987,-79.40902,"Entire home/apt",110,14,2,"2018-07-10",0.09,32,110,14,13,7,11,0.462453891653443
9309,23901835,39250631,"Waterfront Communities-The Island",43.64303,-79.3829,"Entire home/apt",98,30,123,"2020-03-15",4.74,2,98,30,353,174,130,0.381292017789837
9311,23905850,57963886,"Birchcliffe-Cliffside",43.71064,-79.25776,"Entire home/apt",52,1,65,"2020-03-14",3.21,1,52,1,449,266,242,0.459895781241203
9312,23911565,1718194,"Willowdale East",43.75689,-79.40484,"Entire home/apt",149,7,10,"2020-02-17",0.43,35,149,7,19,13,14,0.416588994933446
9313,23918395,783082,"Yonge-St.Clair",43.68743,-79.3985,"Entire home/apt",188,1,35,"2020-04-19",1.35,1,188,1,152,86,96,0.319678724380257
9314,23920545,36175659,"Annex",43.67106,-79.39467,"Entire home/apt",169,28,69,"2020-03-04",2.66,4,169,28,318,159,109,0.416199093402346
9315,23922770,130796878,"Church-Yonge Corridor",43.66129,-79.38214,"Entire home/apt",55,2,19,"2020-02-23",0.74,6,55,2,165,97,90,0.421775734200175
9316,23923844,364127,"Waterfront Communities-The Island",43.64502,-79.40181,"Entire home/apt",200,4,24,"2018-10-20",0.94,1,200,4,209,101,72,0.452644835988429
9317,23924383,179843306,"Waterfront Communities-The Island",43.64291,-79.38225,"Entire home/apt",112,1,161,"2020-04-06",6.26,1,112,1,524,238,214,0.319642805699664
9318,23924891,16062988,"Waterfront Communities-The Island",43.64071,-79.39186,"Entire home/apt",149,2,1,"2018-04-02",0.04,1,149,2,5,2,1,0.300733087816993
9319,23925213,737460,"Little Portugal",43.64475,-79.42397,"Entire home/apt",96,2,112,"2020-03-31",4.36,1,96,2,735,389,290,0.402430360678257
9320,23933487,25718321,"Regent Park",43.65755,-79.36432,"Private room",55,2,90,"2020-03-06",3.48,1,55,2,584,296,233,0.453378051964617
9321,23934293,67351146,"East End-Danforth",43.68375,-79.30559,"Entire home/apt",80,2,2,"2018-04-25",0.08,1,80,2,1,3,2,0.638590261152807
9322,23939125,177508014,"Dovercourt-Wallace Emerson-Junction",43.66104,-79.44769,"Private room",75,2,44,"2020-02-16",1.71,3,75,2,362,177,144,0.435854858401997
9324,23943966,107338385,"Woodbine-Lumsden",43.69506,-79.31399,"Private room",42,2,57,"2020-03-16",2.22,3,42,2,169,97,80,0.310152884373099
9325,23944815,16159986,"Kensington-Chinatown",43.65755,-79.40146,"Entire home/apt",149,2,21,"2019-03-31",0.88,1,149,2,153,72,59,0.370487132478848
9326,23945122,180030738,"Waterfront Communities-The Island",43.64443,-79.39025,"Entire home/apt",190,7,38,"2020-03-04",1.58,1,190,7,247,131,128,0.370933452486063
9327,23948339,92540617,"Caledonia-Fairbank",43.68272,-79.45803,"Entire home/apt",70,7,24,"2020-04-07",0.99,1,70,7,125,63,59,0.370492424250517
9328,23948398,180070204,"Palmerston-Little Italy",43.65593,-79.42241,"Private room",60,1,14,"2020-04-01",2.44,3,60,1,47,23,18,0.439785770118969
9329,23958776,1887673,"Greenwood-Coxwell",43.66937,-79.32646,"Entire home/apt",75,2,42,"2019-01-27",1.64,1,75,2,242,128,97,0.457170249390929
9330,23960022,180168120,"Rosedale-Moore Park",43.68761,-79.39316,"Entire home/apt",89,2,33,"2020-01-02",1.31,1,89,2,135,69,55,0.360259250652272
9331,23960258,42206816,"South Riverdale",43.66418,-79.33174,"Entire home/apt",150,1,64,"2020-03-26",2.59,2,150,1,302,157,152,0.371642785639457
9332,23963245,153679445,"Rexdale-Kipling",43.73307,-79.57246,"Private room",51,1,15,"2020-03-14",0.59,4,51,1,40,21,14,0.534474703018665
9333,23964122,10202618,"Waterfront Communities-The Island",43.64187,-79.38191,"Entire home/apt",89,1,25,"2020-02-24",0.99,118,89,1,98,47,39,0.406051359734789
9334,23965461,10202618,"Waterfront Communities-The Island",43.63784,-79.39925,"Entire home/apt",69,1,22,"2020-01-19",0.88,118,69,1,73,34,26,0.380277019924792
9335,23976786,162313526,"Waterfront Communities-The Island",43.63965,-79.39897,"Entire home/apt",299,1,85,"2020-02-02",3.39,1,350,1,362,164,117,0.408419557156327
9336,23977440,25578581,"Danforth East York",43.68669,-79.33068,"Private room",49,1,1,"2018-04-02",0.04,1,49,1,0,1,0,0.566946709513841
9337,23979186,64538392,"Wexford/Maryvale",43.73763,-79.29332,"Private room",39,3,7,"2020-01-01",0.27,6,39,3,17,7,2,0.271664835151707
9338,23979596,1546124,"University",43.66624,-79.40591,"Entire home/apt",99,1,1,"2018-04-01",0.04,1,99,1,0,0,0,0.75
9339,23980708,162151935,"Waterfront Communities-The Island",43.64003,-79.39914,"Entire home/apt",229,1,113,"2020-03-08",4.45,1,229,1,382,198,171,0.388415592681705
9340,23981621,154399618,"Waterfront Communities-The Island",43.64231,-79.38122,"Entire home/apt",89,3,269,"2020-04-11",10.48,8,89,3,1001,551,446,0.41387796428529
9341,23982428,1017559,"Trinity-Bellwoods",43.64941,-79.41837,"Entire home/apt",174,3,108,"2020-03-15",4.31,4,174,3,743,384,305,0.431050582611466
9342,23988039,9923100,"Annex",43.6711,-79.4062,"Entire home/apt",83,60,5,"2019-10-19",0.45,7,83,60,18,14,13,0.342018800715175
9343,23991464,24903541,"Kensington-Chinatown",43.65081,-79.40455,"Entire home/apt",120,2,4,"2018-04-15",0.16,1,120,2,7,4,5,0.375502426235202
9344,23992066,134795580,"Willowdale West",43.771,-79.42644,"Private room",46,1,2,"2019-08-26",0.09,6,46,1,7,3,4,0.497243897586693
9346,23993391,47429030,"Waterfront Communities-The Island",43.64413,-79.3894,"Entire home/apt",190,1,110,"2020-03-12",4.54,3,190,1,692,335,312,0.426682611529786
9347,23996224,45478125,"Moss Park",43.65557,-79.36324,"Private room",100,2,23,"2018-08-12",0.94,1,100,2,178,94,85,0.496858106643411
9348,23999332,151305987,"Newtonbrook East",43.78751,-79.41599,"Private room",39,3,74,"2020-04-04",2.9,2,39,3,243,128,99,0.367250453798046
9349,24009358,5607368,"Junction Area",43.66476,-79.47077,"Entire home/apt",110,1,27,"2020-02-17",1.16,1,110,1,164,75,61,0.462179526629335
9350,24012294,23950930,"Waterfront Communities-The Island",43.64654,-79.38836,"Entire home/apt",249,2,13,"2020-03-04",0.52,4,249,2,54,28,24,0.382947248606981
9353,24017239,107338385,"Woodbine-Lumsden",43.69506,-79.31399,"Private room",44,2,44,"2020-03-04",1.71,3,44,2,203,108,94,0.289691530145492
9354,24017610,107338385,"Woodbine-Lumsden",43.69506,-79.31399,"Entire home/apt",130,3,16,"2019-08-20",0.67,3,130,3,64,37,29,0.303136889048315
9355,24017722,180752048,"Dovercourt-Wallace Emerson-Junction",43.66269,-79.43839,"Entire home/apt",120,4,3,"2018-08-12",0.12,2,120,4,21,14,10,0.512926690791712
9356,24018591,179038571,"Hillcrest Village",43.79316,-79.3645,"Private room",48,4,56,"2020-03-15",2.2,3,48,4,169,101,82,0.473169481447978
9357,24018771,179038571,"Hillcrest Village",43.79345,-79.36411,"Private room",38,1,24,"2020-03-10",0.97,3,38,1,56,23,39,0.272583345593958
9358,24018851,34373414,"Moss Park",43.65623,-79.36796,"Private room",62,2,32,"2019-11-27",1.32,4,62,2,189,102,80,0.461950080446547
9359,24019363,52196601,"Waterfront Communities-The Island",43.64207,-79.38281,"Entire home/apt",375,1,27,"2020-02-23",1.1,15,350,1,78,34,21,0.38251766706858
9360,24020169,67325198,"Rockcliffe-Smythe",43.67415,-79.47964,"Private room",17,1,7,"2018-11-14",0.28,1,17,1,-5,5,-3,0.246190911127207
9361,24021226,61225613,"Waterfront Communities-The Island",43.64592,-79.39183,"Entire home/apt",141,1,234,"2020-03-21",9.24,1,141,1,1042,534,479,0.410943889945064
9362,24021311,29732268,"South Parkdale",43.63931,-79.44063,"Entire home/apt",200,1,112,"2020-03-23",4.39,3,200,1,537,298,265,0.375138023540018
9363,24031247,62398808,"Trinity-Bellwoods",43.65399,-79.40934,"Entire home/apt",188,28,12,"2019-11-07",0.53,2,188,28,76,43,37,0.367306477243974
9364,24034669,180899517,"North St.James Town",43.66744,-79.37617,"Entire home/apt",98,2,70,"2020-03-13",2.74,1,98,2,371,211,173,0.457802798833438
9365,24035118,180899424,"Dovercourt-Wallace Emerson-Junction",43.66564,-79.43587,"Private room",51,1,67,"2020-03-13",2.64,2,51,1,304,149,104,0.375040071465228
9366,24038307,88903619,"Waterfront Communities-The Island",43.64144,-79.38285,"Entire home/apt",170,45,120,"2020-03-14",5.2,1,170,45,642,320,312,0.416705012048942
9367,24038386,94898380,"Lansing-Westgate",43.76606,-79.41319,"Private room",70,3,8,"2019-09-11",0.32,1,70,3,16,14,13,0.414499559363059
9368,24039967,9803773,"Rosedale-Moore Park",43.67111,-79.38707,"Entire home/apt",98,25,80,"2020-02-06",3.13,3,98,25,454,232,211,0.396497500857354
9369,24040028,61038399,"Little Portugal",43.65083,-79.43087,"Private room",48,2,4,"2018-11-30",0.2,1,48,2,18,7,4,0.366020517360883
9370,24046431,163059933,"Oakwood Village",43.68852,-79.44643,"Entire home/apt",60,3,22,"2020-01-03",0.96,3,60,3,54,22,30,0.223026790570837
9371,24046591,140141544,"Kensington-Chinatown",43.65067,-79.38929,"Entire home/apt",155,2,16,"2018-08-01",0.65,1,155,2,31,18,12,0.447655055606526
9372,24048354,164511170,"Little Portugal",43.64556,-79.42766,"Entire home/apt",600,7,40,"2020-04-04",1.69,4,350,7,145,70,62,0.396709636737163
9373,24054781,4323366,"Dovercourt-Wallace Emerson-Junction",43.66032,-79.43763,"Entire home/apt",110,14,74,"2019-12-08",2.91,1,110,14,431,239,195,0.452923172247006
9374,24056208,29698781,"Woodbine Corridor",43.68283,-79.32231,"Entire home/apt",80,1,55,"2020-02-16",2.26,1,80,1,199,119,98,0.454878231900049
9375,24058995,18942204,"Annex",43.67057,-79.40403,"Entire home/apt",59,1,198,"2020-05-05",8.41,10,59,1,655,372,312,0.433377230044051
9376,24064113,809517,"Niagara",43.64044,-79.41548,"Entire home/apt",145,1,88,"2020-04-04",3.49,12,145,1,424,251,174,0.410901592753616
9377,24065143,65322800,"Waterfront Communities-The Island",43.64626,-79.40131,"Entire home/apt",146,1,104,"2020-04-05",4.06,2,146,1,556,302,264,0.396699943064172
9378,24075558,132785025,"Etobicoke West Mall",43.65014,-79.5684,"Entire home/apt",75,90,39,"2019-10-07",1.6,1,75,70,155,77,76,0.369041575076578
9379,24077019,22307249,"Rosedale-Moore Park",43.68896,-79.37171,"Entire home/apt",150,4,19,"2020-02-09",0.81,1,150,4,168,81,69,0.407254889781707
9380,24080877,149156838,"Yorkdale-Glen Park",43.7147,-79.45353,"Entire home/apt",127,1,13,"2020-03-01",0.52,16,127,1,31,20,18,0.272315815422789
9381,24084277,181349681,"Annex",43.67009,-79.4038,"Entire home/apt",63,2,51,"2020-03-01",1.99,1,63,2,301,156,107,0.425866240815956
9382,24091343,131082724,"Yonge-St.Clair",43.6813,-79.39525,"Private room",30,1,115,"2020-01-26",4.52,19,30,1,384,189,165,0.39042176536329
9383,24094353,368707,"Dufferin Grove",43.6597,-79.43271,"Entire home/apt",84,2,36,"2020-03-04",2.98,2,84,2,184,105,78,0.535988661770167
9384,24095173,180752048,"Dovercourt-Wallace Emerson-Junction",43.66048,-79.43659,"Private room",110,1,84,"2020-03-01",3.33,2,110,1,489,260,203,0.438879386571704
9385,24096111,2457975,"Trinity-Bellwoods",43.65434,-79.41624,"Entire home/apt",103,15,2,"2018-07-24",0.09,1,103,15,10,5,6,0.329109441527134
9386,24096766,181460110,"Dovercourt-Wallace Emerson-Junction",43.66551,-79.43787,"Entire home/apt",65,7,12,"2019-04-30",0.84,1,65,7,52,18,22,0.380915885372968
9387,24097602,181470473,"Runnymede-Bloor West Village",43.66082,-79.48687,"Entire home/apt",100,14,2,"2019-07-30",0.09,1,100,14,5,2,1,0.463464825696278
9388,24097994,181474559,"Malvern",43.79804,-79.23705,"Private room",75,1,3,"2018-09-10",0.12,1,75,1,3,1,-1,0.341827908220042
9389,24099030,2450998,"South Riverdale",43.66174,-79.35027,"Entire home/apt",200,3,30,"2020-04-13",1.38,1,200,3,285,157,143,0.419889236213998
9390,24099118,9703410,"Annex",43.66983,-79.39353,"Entire home/apt",159,2,100,"2020-03-05",4.02,3,159,2,447,215,163,0.442856611310103
9391,24099587,1761260,"Moss Park",43.65998,-79.36795,"Entire home/apt",118,1,2,"2018-06-29",0.08,1,118,1,2,2,2,0.457755965785363
9392,24099938,64538392,"Wexford/Maryvale",43.73571,-79.29382,"Private room",31,3,12,"2019-09-08",0.49,6,31,3,23,12,15,0.346297490895289
9393,24103590,64538392,"Wexford/Maryvale",43.73565,-79.29254,"Private room",37,1,5,"2019-12-13",0.54,6,37,1,7,3,2,0.330717565342683
9394,24104050,181502713,"Mount Pleasant East",43.70788,-79.38602,"Entire home/apt",375,3,3,"2018-08-19",0.13,1,350,3,10,5,4,0.83431202805934
9395,24104072,86173827,"South Parkdale",43.63656,-79.42731,"Entire home/apt",129,2,82,"2020-01-24",3.29,1,129,2,412,232,168,0.469510283767908
9396,24104085,18215240,"Niagara",43.63669,-79.39979,"Entire home/apt",114,1,9,"2018-08-22",0.36,1,114,1,39,20,17,0.443691083218447
9397,24104340,40571765,"Bay Street Corridor",43.65138,-79.38165,"Entire home/apt",150,1,79,"2020-03-04",3.32,1,150,1,462,234,181,0.430770689127979
9398,24104762,6669955,"Niagara",43.64474,-79.40473,"Entire home/apt",85,2,14,"2019-12-01",0.55,1,85,2,65,29,23,0.36558148408577
9399,24105022,782726,"Dovercourt-Wallace Emerson-Junction",43.66282,-79.43,"Entire home/apt",119,3,5,"2019-08-30",0.23,2,119,3,27,12,12,0.35186125126984
9400,24111212,147933259,"Clairlea-Birchmount",43.70167,-79.28828,"Shared room",20,1,31,"2020-03-26",1.27,6,20,1,95,41,45,0.32912085782933
9401,24113998,162433636,"Englemount-Lawrence",43.72483,-79.44596,"Entire home/apt",98,2,47,"2020-04-30",1.85,2,98,2,184,113,89,0.410026445789413
9402,24114474,162445410,"Englemount-Lawrence",43.72459,-79.44502,"Entire home/apt",98,2,43,"2020-04-14",1.69,2,98,2,211,122,88,0.44067009428513
9403,24116191,75738868,"High Park-Swansea",43.64679,-79.45513,"Entire home/apt",300,2,8,"2018-09-09",0.35,2,350,2,70,36,38,0.467010086508723
9404,24118574,181669530,"Mimico (includes Humber Bay Shores)",43.62832,-79.47752,"Entire home/apt",120,4,12,"2018-08-05",0.48,1,120,4,36,5,5,0.217295711719843
9405,24118889,88220371,"West Humber-Clairville",43.72407,-79.60109,"Entire home/apt",150,2,56,"2020-02-17",2.32,2,150,2,178,93,82,0.280595205218103
9406,24122140,20212910,"Bendale",43.75752,-79.25994,"Entire home/apt",65,1,7,"2018-05-08",0.28,3,65,1,42,36,30,0.484269588245916
9407,24127660,157318885,"Willowdale East",43.77957,-79.41197,"Private room",90,7,9,"2019-05-06",0.36,3,90,7,49,22,22,0.628947595530735
9408,24128201,181766463,"Niagara",43.63604,-79.40398,"Entire home/apt",186,28,88,"2020-03-07",3.94,1,186,28,277,140,168,0.299214907307538
9410,24131986,9906329,"Trinity-Bellwoods",43.64718,-79.4095,"Entire home/apt",150,2,103,"2020-04-26",4.69,1,150,2,843,435,336,0.440449960125054
9411,24132409,157932394,"North St.James Town",43.66781,-79.37884,"Private room",75,1,42,"2020-01-01",1.65,2,75,1,144,81,59,0.456555648755955
9412,24136854,114344363,"Trinity-Bellwoods",43.65245,-79.41498,"Entire home/apt",699,5,10,"2019-12-05",0.47,6,350,5,75,34,33,0.329675595236459
9414,24138170,181863378,"Waterfront Communities-The Island",43.64221,-79.38107,"Entire home/apt",112,1,98,"2020-03-21",3.91,2,112,1,437,208,228,0.36157633465848
9415,24140037,146490495,"Tam O'Shanter-Sullivan",43.78215,-79.30566,"Private room",39,5,19,"2020-04-07",0.75,4,39,5,86,48,49,0.424210510420992
9416,24142046,181907216,"Waterfront Communities-The Island",43.64437,-79.39049,"Entire home/apt",112,1,136,"2020-04-01",5.34,2,112,1,793,411,376,0.449539692469242
9417,24147427,181952840,"Niagara",43.63531,-79.40528,"Entire home/apt",179,3,1,"2018-05-28",0.04,1,179,3,2,4,1,0.301060943093959
9418,24151240,163870275,"Cabbagetown-South St.James Town",43.66468,-79.37027,"Private room",75,30,5,"2020-01-01",0.21,4,75,30,26,14,9,0.362070261509876
9419,24153925,23311239,"Dovercourt-Wallace Emerson-Junction",43.66406,-79.43806,"Entire home/apt",87,2,10,"2018-08-19",0.39,1,87,2,12,16,10,0.445677100682703
9420,24155473,181438611,"Englemount-Lawrence",43.72305,-79.43296,"Entire home/apt",100,10,2,"2018-12-19",0.09,1,100,10,1,1,0,0.207621476983075
9421,24156039,182023696,"Clairlea-Birchmount",43.70501,-79.27135,"Private room",55,1,8,"2018-05-09",0.32,1,55,1,34,16,12,0.44108302376899
9423,24157616,157318885,"Willowdale East",43.78,-79.41269,"Private room",160,7,4,"2018-10-11",0.17,3,160,7,26,15,10,0.436377233678558
9424,24159515,139751167,"Kensington-Chinatown",43.65445,-79.395,"Private room",80,1,127,"2020-03-17",5.11,4,80,1,528,288,250,0.438161777402959
9425,24167253,181892549,"Waterfront Communities-The Island",43.64413,-79.39159,"Entire home/apt",75,15,100,"2020-03-21",3.95,2,75,15,571,294,258,0.370258966491227
9426,24175102,3235592,"Corso Italia-Davenport",43.6742,-79.44827,"Private room",39,2,18,"2019-10-31",0.73,2,39,2,129,67,44,0.418415764121202
9428,24178630,55460113,"Waterfront Communities-The Island",43.63978,-79.39795,"Private room",55,2,22,"2020-02-19",0.88,2,55,2,155,94,59,0.454041859882955
9429,24179936,19691657,"Little Portugal",43.64823,-79.43016,"Private room",35,3,27,"2019-11-03",1.26,1,35,3,146,74,53,0.363855451129418
9430,24180636,118986175,"North St.James Town",43.66721,-79.37559,"Entire home/apt",250,1,6,"2018-10-04",0.24,2,250,1,14,9,5,0.409797721458537
9431,24180788,41921636,"Kensington-Chinatown",43.65744,-79.40256,"Shared room",32,2,37,"2020-02-22",1.53,2,32,2,175,94,84,0.428673757136487
9432,24181508,182258399,"Niagara",43.64205,-79.40868,"Entire home/apt",219,30,3,"2020-03-16",0.13,3,219,30,25,15,9,0.355016127508267
9433,24182225,44789377,"Wychwood",43.67664,-79.4334,"Private room",65,5,16,"2020-01-01",0.63,2,65,5,111,67,66,0.421601143348062
9434,24185291,116771059,"Church-Yonge Corridor",43.66139,-79.38284,"Entire home/apt",299,3,1,"2018-06-25",0.04,1,350,3,8,4,2,0.371925114842873
9435,24186035,67544227,"Agincourt South-Malvern West",43.78644,-79.25912,"Private room",30,3,11,"2020-02-17",0.44,4,30,3,23,15,6,0.302419922119987
9436,24187013,182314733,"Kensington-Chinatown",43.65493,-79.39952,"Entire home/apt",299,30,114,"2020-03-09",4.53,1,350,30,531,267,251,0.427891474062995
9437,24187546,5627337,"Eringate-Centennial-West Deane",43.65646,-79.57755,"Private room",91,30,38,"2020-01-01",1.49,1,91,30,161,76,70,0.446444756602688
9438,24195973,11672827,"Annex",43.66703,-79.4063,"Entire home/apt",85,3,7,"2018-10-26",0.36,1,85,3,12,4,7,0.219837071867166
9439,24198386,151110336,"Niagara",43.6374,-79.40473,"Entire home/apt",180,2,31,"2020-03-05",2.66,1,180,2,155,76,59,0.356683089237046
9440,24199921,42842925,"Bay Street Corridor",43.66376,-79.38538,"Entire home/apt",149,2,72,"2020-03-12",3.28,2,149,2,391,190,144,0.41083843084412
9441,24204980,59269147,"Niagara",43.6377,-79.40341,"Private room",70,1,1,"2018-04-24",0.04,1,70,1,7,4,1,1.58482648892552
9442,24206126,88806290,"Waterfront Communities-The Island",43.64187,-79.38191,"Entire home/apt",98,7,16,"2019-09-29",0.65,3,98,7,47,19,32,0.302029013651499
9443,24208540,88528541,"Cabbagetown-South St.James Town",43.6672,-79.36462,"Private room",72,1,26,"2018-11-26",1.05,1,72,1,117,60,53,0.423798002726263
9444,24209000,182502138,"Wychwood",43.68298,-79.42023,"Private room",61,2,32,"2019-12-01",1.29,2,61,2,290,146,166,0.371113606467048
9445,24218982,182588473,"Yorkdale-Glen Park",43.71479,-79.45556,"Entire home/apt",120,1,10,"2018-06-19",0.39,1,120,1,20,14,10,0.330236987231256
9446,24222776,82922492,"Bay Street Corridor",43.6576,-79.38364,"Entire home/apt",170,1,101,"2020-03-16",3.99,1,170,1,681,354,329,0.440555886727536
9447,24222987,41211169,"Kensington-Chinatown",43.65662,-79.40279,"Entire home/apt",149,5,20,"2020-02-16",0.8,3,149,5,129,57,56,0.442442369180039
9448,24223824,94329799,"Trinity-Bellwoods",43.65084,-79.4228,"Entire home/apt",79,7,28,"2020-03-29",1.11,3,79,7,195,106,67,0.4770385590802
9449,24225271,66105341,"Waterfront Communities-The Island",43.64082,-79.37924,"Entire home/apt",94,5,3,"2018-04-27",0.12,1,94,5,4,4,-1,0.357881772020272
9450,24225998,1157555,"Waterfront Communities-The Island",43.64479,-79.39008,"Entire home/apt",324,1,158,"2020-03-07",6.23,6,350,1,588,287,297,0.37135645770857
9451,24228619,92881614,"Stonegate-Queensway",43.64491,-79.51949,"Entire home/apt",900,2,16,"2019-08-12",0.64,2,350,2,138,63,65,0.25873368521222
9452,24229941,182679046,"Waterfront Communities-The Island",43.64863,-79.39202,"Entire home/apt",110,2,21,"2018-09-01",0.86,1,110,2,83,43,51,0.381243106086158
9453,24230468,9803773,"Annex",43.67177,-79.38823,"Entire home/apt",129,20,74,"2020-02-22",2.91,3,129,20,375,202,164,0.387056462678672
9454,24230493,158063169,"Kensington-Chinatown",43.65348,-79.39448,"Private room",70,30,175,"2020-03-06",6.93,5,70,30,761,395,373,0.44465284761539
9455,24232574,4873847,"Niagara",43.63661,-79.40438,"Entire home/apt",209,2,47,"2020-03-08",1.9,1,209,2,266,137,107,0.400684341450406
9456,24233464,150648950,"Steeles",43.81377,-79.31159,"Entire home/apt",128,2,41,"2020-03-08",3.7,1,128,2,254,120,100,0.479102889022464
9457,24238373,182746225,"York University Heights",43.76472,-79.50691,"Private room",180,1,6,"2019-09-15",0.63,1,180,1,20,9,13,0.4547397354213
9458,24241601,110986914,"Mount Pleasant West",43.70797,-79.39652,"Entire home/apt",139,3,18,"2020-03-06",0.74,28,139,3,57,32,35,0.417020024699019
9459,24242344,110986914,"Waterfront Communities-The Island",43.64279,-79.39281,"Entire home/apt",119,3,17,"2019-08-05",0.67,28,119,3,67,34,34,0.46483066533556
9460,24247865,110716020,"Junction Area",43.6705,-79.48083,"Entire home/apt",59,2,37,"2020-01-20",1.69,1,59,2,177,85,78,0.415338834892193
9461,24250432,18883845,"Niagara",43.64212,-79.41127,"Entire home/apt",173,2,12,"2020-01-05",0.53,1,173,2,101,54,44,0.447374459643505
9462,24251893,15912223,"Waterfront Communities-The Island",43.63925,-79.39845,"Entire home/apt",198,1,14,"2019-09-01",0.57,15,198,1,43,22,16,0.424765809815766
9463,24257089,131082724,"University",43.66029,-79.40259,"Private room",39,1,132,"2020-03-28",5.24,19,39,1,326,171,128,0.365876919964478
9464,24259471,77473595,"Dovercourt-Wallace Emerson-Junction",43.67039,-79.43069,"Entire home/apt",84,1,73,"2020-02-26",3.63,1,84,1,424,247,177,0.475954863572976
9465,24259706,106658360,"Bay Street Corridor",43.65475,-79.38519,"Private room",61,1,1,"2018-04-30",0.04,1,61,1,3,2,0,0.0218138843302591
9466,24262479,674221,"Dovercourt-Wallace Emerson-Junction",43.66461,-79.44353,"Entire home/apt",79,2,56,"2020-01-02",2.65,1,79,2,266,157,114,0.45534435133457
9467,24264612,19117749,"Waterfront Communities-The Island",43.64492,-79.3938,"Entire home/apt",129,2,72,"2020-03-14",3.25,3,129,2,373,186,176,0.368547132153943
9469,24266342,23904719,"Mount Pleasant West",43.70895,-79.39248,"Entire home/apt",129,89,1,"2019-10-03",0.14,1,129,70,3,1,0,0.25
9470,24267604,183006461,"South Riverdale",43.66008,-79.34946,"Private room",55,2,16,"2019-08-12",0.68,1,55,2,84,44,38,0.404641412889606
9471,24267757,55532169,"Mount Dennis",43.69171,-79.49727,"Private room",28,2,62,"2020-03-20",2.46,2,28,2,192,104,79,0.439275900813075
9473,24269230,183021091,"Eringate-Centennial-West Deane",43.65897,-79.56638,"Private room",31,1,14,"2020-03-31",0.56,2,31,1,95,47,38,0.564238882021421
9474,24269512,183028549,"Trinity-Bellwoods",43.65092,-79.40779,"Private room",32,1,3,"2018-05-04",0.12,1,32,1,7,4,9,0.219603874558405
9475,24269590,37641603,"Annex",43.67679,-79.39214,"Entire home/apt",90,2,1,"2018-08-06",0.05,1,90,2,2,1,1,0.534522483824849
9476,24275330,183084071,"North St.James Town",43.66798,-79.37683,"Entire home/apt",175,2,103,"2019-11-08",4.09,1,175,2,651,363,260,0.417555255048239
9477,24277181,32044025,"Waterfront Communities-The Island",43.64719,-79.39063,"Entire home/apt",350,30,1,"2020-01-09",0.25,23,350,30,4,2,1,0.729508497187474
9478,24280499,139751167,"Kensington-Chinatown",43.65445,-79.395,"Private room",90,1,146,"2020-03-16",5.86,4,90,1,625,357,282,0.428875199348061
9480,24281581,20557753,"Waterfront Communities-The Island",43.64775,-79.40057,"Entire home/apt",275,4,82,"2020-03-13",3.39,2,275,4,444,232,179,0.391974764415408
9481,24282894,139751167,"Kensington-Chinatown",43.65445,-79.395,"Private room",60,1,130,"2020-03-14",5.23,4,60,1,586,324,268,0.432763370258071
9482,24283592,178959385,"Willowdale East",43.76127,-79.40911,"Entire home/apt",60,2,6,"2019-12-10",0.26,12,60,2,15,9,5,0.54340013830508
9483,24284092,178959385,"Willowdale East",43.7601,-79.40969,"Entire home/apt",60,14,2,"2020-04-19",0.08,12,60,14,12,6,2,0.339624824746544
9484,24286415,98407572,"Greenwood-Coxwell",43.66363,-79.32556,"Private room",65,1,61,"2020-03-17",2.52,10,65,1,458,227,207,0.466724641581461
9485,24286984,86148211,"Dufferin Grove",43.65038,-79.43602,"Entire home/apt",70,3,30,"2019-10-23",1.22,2,70,3,129,67,36,0.387218239954956
9486,24289436,98407572,"South Riverdale",43.66437,-79.32569,"Private room",75,1,40,"2020-02-24",1.66,10,75,1,323,169,125,0.449528568139154
9487,24297289,24823587,"Broadview North",43.69184,-79.35028,"Entire home/apt",159,2,24,"2020-01-27",1.04,1,159,2,128,72,56,0.505773898581997
9488,24301314,124379202,"Palmerston-Little Italy",43.65891,-79.41144,"Entire home/apt",110,1,158,"2020-03-13",6.38,1,110,1,1088,546,451,0.417523077435765
9489,24301798,55357443,"Waterfront Communities-The Island",43.64397,-79.38102,"Entire home/apt",242,1,7,"2020-02-17",0.3,62,242,1,5,4,9,0.206481724655385
9490,24303614,90515884,"Church-Yonge Corridor",43.66887,-79.38536,"Entire home/apt",135,1,6,"2019-08-18",0.25,1,135,1,38,22,17,0.427665978621594
