"X","listing_id","host_id","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","capped_price","capped_minimum_nights","afinnsentiment","bingsentiment","nrcsentiment","ave_sentiment"
1,1419,1565,"Little Portugal",43.64617,-79.42451,"Entire home/apt",470,4,7,"2017-12-04",0.12,1,350,4,73,33,27,0.357574281721985
2,8077,22795,"Waterfront Communities-The Island",43.64105,-79.37628,"Private room",105,180,169,"2013-08-27",1.3,2,105,70,1436,665,665,0.389126644760224
4,23691,93825,"Briar Hill-Belgravia",43.69602,-79.45468,"Private room",72,1,217,"2019-12-22",1.79,2,72,1,1486,775,722,0.41847206846134
5,26654,113345,"Waterfront Communities-The Island",43.6453,-79.3894,"Entire home/apt",169,4,40,"2020-03-20",0.35,5,169,4,246,117,120,0.353916518294545
6,27423,118124,"Greenwood-Coxwell",43.6689,-79.32592,"Entire home/apt",53,120,26,"2011-08-30",0.22,1,53,70,218,108,107,0.358044745987906
7,28160,86838,"Mount Pleasant West",43.7041,-79.39026,"Entire home/apt",60,120,7,"2018-10-17",0.12,1,60,70,70,36,40,0.346587185157411
8,30931,22795,"Waterfront Communities-The Island",43.64151,-79.37643,"Entire home/apt",141,180,1,"2010-08-11",0.01,2,141,70,7,4,4,0.239368854074676
9,40456,174063,"South Parkdale",43.63532,-79.44049,"Entire home/apt",100,28,110,"2020-03-25",0.93,5,100,28,772,384,357,0.348269365032669
10,41887,183071,"Oakridge",43.69466,-79.28667,"Entire home/apt",69,2,82,"2019-09-02",1.95,2,69,2,358,184,146,0.338032651495178
12,43964,192364,"Wexford/Maryvale",43.74948,-79.29147,"Private room",90,2,30,"2019-08-05",0.74,1,90,2,180,94,80,0.440176613615793
13,44452,195095,"Rosedale-Moore Park",43.67185,-79.38583,"Entire home/apt",119,1,50,"2019-12-24",0.43,11,119,1,189,96,82,0.271991208966281
14,45399,195095,"Church-Yonge Corridor",43.65972,-79.38172,"Entire home/apt",119,1,78,"2019-11-07",0.67,11,119,1,304,178,173,0.342894953962643
15,45893,195095,"Rosedale-Moore Park",43.67105,-79.38481,"Private room",84,1,18,"2019-06-01",0.15,11,84,1,85,34,29,0.39953491751595
16,50110,195095,"Church-Yonge Corridor",43.66899,-79.38548,"Entire home/apt",119,1,56,"2020-02-08",0.49,11,119,1,289,150,143,0.418391323645636
17,51616,237587,"Niagara",43.64296,-79.40451,"Private room",55,91,24,"2018-11-11",0.53,1,55,70,118,72,42,0.462047242919186
19,60244,239992,"Blake-Jones",43.67618,-79.34357,"Private room",60,1,4,"2011-08-08",0.04,1,60,1,30,14,19,0.346315228892576
20,62545,304551,"Niagara",43.6458,-79.40769,"Private room",65,10,23,"2019-12-20",0.2,3,65,10,174,91,82,0.392120670425265
21,65238,318911,"Palmerston-Little Italy",43.65853,-79.42709,"Private room",56,2,69,"2020-03-20",0.63,2,56,2,745,384,331,0.429100724806445
22,69464,195095,"Rosedale-Moore Park",43.67094,-79.38581,"Entire home/apt",100,1,50,"2020-04-30",0.44,11,100,1,211,113,113,0.375361513727261
23,75051,368707,"Dufferin Grove",43.65956,-79.43228,"Entire home/apt",149,6,273,"2020-01-26",2.45,2,149,6,2638,1297,1315,0.408273560573353
24,82694,431260,"Niagara",43.64171,-79.40469,"Entire home/apt",108,30,29,"2016-09-23",0.26,1,108,30,191,100,90,0.382077730635918
25,84076,544254,"Niagara",43.64457,-79.40451,"Entire home/apt",145,3,6,"2018-08-20",0.07,1,145,3,31,9,13,0.215204781706223
26,89575,93825,"Briar Hill-Belgravia",43.69662,-79.45325,"Private room",62,1,88,"2019-10-24",0.85,2,62,1,465,254,242,0.38145726418586
27,96336,511506,"Niagara",43.64458,-79.41022,"Entire home/apt",219,3,122,"2019-12-29",1.53,1,219,3,1054,555,439,0.386272299817514
28,98136,518383,"Waterfront Communities-The Island",43.63266,-79.35616,"Entire home/apt",299,2,57,"2019-05-20",0.53,1,350,2,597,299,267,0.412948814328791
29,104096,349172,"South Riverdale",43.66527,-79.32934,"Entire home/apt",174,5,18,"2019-08-03",0.17,1,174,5,195,87,100,0.37249877703073
30,104722,455397,"Annex",43.67175,-79.40398,"Entire home/apt",160,2,6,"2018-10-08",0.11,1,160,2,72,35,25,0.449997627792068
31,112842,575127,"High Park North",43.65623,-79.46667,"Entire home/apt",63,180,12,"2017-03-05",0.12,1,63,70,96,60,63,0.429733515657144
32,113175,576192,"Waterfront Communities-The Island",43.64123,-79.39339,"Entire home/apt",105,28,35,"2020-01-18",0.32,1,105,28,204,105,121,0.323364290106681
33,119441,174063,"South Parkdale",43.63559,-79.44048,"Entire home/apt",125,30,78,"2019-10-05",0.72,5,125,30,533,281,304,0.345178605948604
34,122492,613837,"Danforth East York",43.68872,-79.3299,"Entire home/apt",89,7,108,"2020-03-01",1.26,1,89,7,686,389,371,0.380663465508111
35,127380,630920,"Yonge-Eglinton",43.7037,-79.4082,"Private room",60,1,144,"2020-02-08",1.37,1,60,1,827,440,380,0.391872632786785
36,131401,604233,"Niagara",43.63743,-79.40104,"Entire home/apt",59,10,7,"2020-03-31",0.12,1,59,10,18,17,20,0.488259122402381
37,137099,149566,"Palmerston-Little Italy",43.65781,-79.42065,"Entire home/apt",350,5,10,"2017-08-12",0.1,2,350,5,88,46,48,0.376884565555552
38,138613,676621,"Little Portugal",43.64776,-79.42709,"Entire home/apt",180,3,5,"2016-10-07",0.05,1,180,3,20,14,10,0.297171204859615
39,146601,436139,"Waterfront Communities-The Island",43.64551,-79.39274,"Entire home/apt",119,6,7,"2015-06-28",0.07,1,119,6,77,44,46,0.413221414803586
40,148945,718884,"Waterfront Communities-The Island",43.64835,-79.36302,"Private room",91,3,27,"2019-12-29",0.25,1,91,3,231,114,62,0.346494606692223
41,149420,666759,"High Park-Swansea",43.64618,-79.48833,"Entire home/apt",80,4,35,"2020-03-28",0.37,1,80,4,301,160,136,0.406272418577972
42,150281,724179,"Kensington-Chinatown",43.64864,-79.40415,"Entire home/apt",153,30,19,"2017-04-16",0.32,1,153,30,87,44,46,0.394009579105877
43,153000,735795,"Waterfront Communities-The Island",43.64366,-79.39155,"Entire home/apt",200,3,54,"2020-01-30",0.5,1,200,3,320,169,191,0.308980195771737
44,179217,857989,"Downsview-Roding-CFB",43.7407,-79.48818,"Private room",80,2,16,"2019-08-05",0.23,1,80,2,103,42,63,0.418422200878606
46,182573,591649,"Humewood-Cedarvale",43.68683,-79.42274,"Entire home/apt",70,5,23,"2019-09-11",0.23,2,70,5,249,114,130,0.311443055965018
47,184784,656777,"Church-Yonge Corridor",43.66932,-79.38525,"Entire home/apt",200,180,62,"2020-04-04",0.59,1,200,70,538,266,227,0.39341618522587
48,196584,957466,"Oakridge",43.69447,-79.28794,"Entire home/apt",79,7,16,"2020-01-31",0.35,1,79,7,134,77,89,0.379378726873181
49,207206,1019538,"Little Portugal",43.64589,-79.43464,"Entire home/apt",250,4,17,"2015-08-08",0.17,2,250,4,136,66,58,0.437291158921895
50,209226,1028504,"Niagara",43.63598,-79.41468,"Entire home/apt",145,28,36,"2019-12-16",0.38,1,145,28,216,119,97,0.440634914530344
51,210277,240107,"Waterfront Communities-The Island",43.64443,-79.3968,"Entire home/apt",98,2,18,"2020-03-04",0.17,1,98,2,109,67,58,0.460633337402337
52,224740,1169979,"North Riverdale",43.67523,-79.34627,"Entire home/apt",225,2,18,"2019-10-05",0.31,2,225,2,95,36,55,0.217077746517522
53,224775,1170217,"Church-Yonge Corridor",43.66168,-79.37937,"Private room",90,7,28,"2020-04-15",0.47,2,90,7,198,86,103,0.402943683034457
54,228568,934821,"North St.James Town",43.66771,-79.37679,"Entire home/apt",401,3,55,"2018-09-11",0.54,2,350,3,415,245,195,0.354164910618454
55,229913,1200620,"Niagara",43.63479,-79.39957,"Entire home/apt",325,60,10,"2017-08-26",0.12,1,350,60,68,39,40,0.351444812868528
57,232794,1218097,"Annex",43.67108,-79.39038,"Entire home/apt",207,28,6,"2020-03-18",0.07,1,207,28,26,15,11,0.44634676615741
58,260645,1367540,"Moss Park",43.65574,-79.37216,"Private room",73,1,147,"2019-09-15",1.43,12,73,1,561,274,293,0.307579405165828
59,264319,1367540,"Moss Park",43.65574,-79.37216,"Private room",70,1,111,"2020-03-06",1.09,12,70,1,474,255,232,0.290663523793762
60,266300,1396237,"Niagara",43.64047,-79.41491,"Entire home/apt",105,30,5,"2019-06-11",0.14,1,105,30,70,37,31,0.576792511887114
61,268403,1311843,"Roncesvalles",43.64463,-79.44353,"Entire home/apt",125,7,7,"2018-09-07",0.12,1,125,7,30,15,18,0.320301569895155
63,269017,1367540,"Moss Park",43.65653,-79.37127,"Private room",55,1,117,"2020-03-08",1.14,12,55,1,343,159,146,0.252946239534439
66,273500,1430894,"Palmerston-Little Italy",43.66023,-79.40935,"Entire home/apt",252,2,114,"2020-01-20",3.6,10,252,2,609,326,329,0.407406169994571
67,280249,1367540,"Moss Park",43.65745,-79.36995,"Private room",75,2,143,"2019-10-25",1.4,12,75,2,596,291,281,0.28796414263125
68,283628,1477264,"Kensington-Chinatown",43.65481,-79.39697,"Private room",135,3,16,"2017-09-20",0.16,1,135,3,188,94,88,0.460495403510181
69,283934,1367540,"Moss Park",43.65652,-79.37269,"Private room",86,1,36,"2019-06-03",0.35,12,86,1,199,107,88,0.373142620366318
70,288341,1368256,"North St.James Town",43.67093,-79.37298,"Entire home/apt",125,14,21,"2019-10-17",0.26,1,125,14,214,87,110,0.293609863935477
71,289239,1270530,"Niagara",43.64207,-79.40984,"Entire home/apt",200,10,93,"2020-01-28",0.93,1,200,10,700,353,306,0.378073856126245
72,304065,812337,"Dufferin Grove",43.657,-79.44806,"Private room",73,2,18,"2020-01-01",0.19,3,73,2,145,70,64,0.38969255914009
73,307726,1108156,"Waterfront Communities-The Island",43.64222,-79.37987,"Entire home/apt",84,28,58,"2019-11-02",0.58,1,84,28,455,219,224,0.348764729415545
74,309402,1591140,"Mount Pleasant East",43.70926,-79.37707,"Shared room",51,1,91,"2019-09-26",0.92,2,51,1,709,335,322,0.423478618725866
75,312035,812337,"Dufferin Grove",43.65674,-79.44786,"Private room",90,2,24,"2019-09-30",0.25,3,90,2,179,94,99,0.395737984061864
76,314459,1615944,"Blake-Jones",43.67728,-79.33585,"Private room",52,3,36,"2020-01-22",0.38,1,52,3,503,235,244,0.39376584674092
77,314934,812337,"Dufferin Grove",43.657,-79.44784,"Private room",84,2,23,"2018-10-22",0.25,3,84,2,175,73,71,0.403417425068537
79,327543,1631989,"Waterfront Communities-The Island",43.64754,-79.37527,"Entire home/apt",110,186,78,"2019-08-27",1.32,1,110,70,607,315,358,0.416979768267898
80,339418,1027776,"Mount Pleasant West",43.6983,-79.39305,"Shared room",39,1,85,"2020-02-29",0.85,2,39,1,409,189,165,0.320794123146408
81,341933,1390920,"South Riverdale",43.66712,-79.33678,"Entire home/apt",179,3,137,"2019-10-23",1.37,1,179,3,1118,595,590,0.380769757628096
82,358663,1815434,"Palmerston-Little Italy",43.66195,-79.41141,"Entire home/apt",96,7,26,"2020-03-19",0.27,2,96,7,144,74,77,0.30563288722882
83,361557,174063,"South Parkdale",43.6354,-79.43854,"Entire home/apt",115,28,59,"2019-11-25",0.63,5,115,28,356,167,152,0.38785634693272
86,363057,1816495,"The Beaches",43.67113,-79.29839,"Entire home/apt",229,1,2,"2019-07-27",0.06,2,229,1,14,6,8,0.553477023905289
87,366973,1015670,"Waterfront Communities-The Island",43.64341,-79.40046,"Entire home/apt",190,3,9,"2017-09-12",0.13,1,190,3,85,46,45,0.491647383998699
88,379133,1903033,"Rosedale-Moore Park",43.67423,-79.37028,"Entire home/apt",649,7,1,"2013-08-02",0.01,2,350,7,16,8,5,0.490885610825133
89,380910,1910540,"Danforth",43.6798,-79.34218,"Entire home/apt",135,1,32,"2019-08-25",0.45,1,135,1,239,118,88,0.428031519639993
90,382186,1812059,"Waterfront Communities-The Island",43.64503,-79.38335,"Entire home/apt",188,1,15,"2020-03-05",0.16,1,188,1,141,62,61,0.30101599412302
91,382423,1916855,"Kensington-Chinatown",43.65432,-79.39847,"Entire home/apt",112,7,217,"2020-02-07",2.2,2,112,7,1317,650,618,0.342751830151714
93,388696,1944849,"Dovercourt-Wallace Emerson-Junction",43.66633,-79.42851,"Entire home/apt",60,3,18,"2017-06-05",0.19,1,60,3,27,20,26,0.178465423554843
94,390395,1952926,"Regent Park",43.65765,-79.36281,"Private room",65,1,816,"2020-03-15",8.26,1,65,1,5294,2462,2101,0.395191674921274
95,394627,304551,"Palmerston-Little Italy",43.66137,-79.41074,"Entire home/apt",70,10,2,"2016-07-01",0.03,3,70,10,15,8,6,0.569692175989686
96,396504,1981383,"Roncesvalles",43.64283,-79.44686,"Entire home/apt",350,3,28,"2019-09-28",0.34,1,350,3,284,123,148,0.489723043166388
97,403200,195095,"Rosedale-Moore Park",43.67149,-79.38611,"Private room",80,1,3,"2018-08-31",0.04,11,80,1,14,4,0,0.275939141281754
98,406646,1854872,"Flemingdon Park",43.72029,-79.33473,"Private room",39,2,32,"2020-01-27",0.39,4,39,2,107,58,81,0.276390321465998
99,413276,2056128,"Bay Street Corridor",43.6642,-79.38465,"Entire home/apt",198,2,68,"2019-06-09",0.71,2,198,2,497,247,237,0.347885024422525
100,415104,2064477,"Willowdale East",43.76248,-79.40904,"Entire home/apt",155,3,4,"2019-11-02",0.37,4,155,3,21,9,7,0.415188951542675
101,415110,2064477,"Waterfront Communities-The Island",43.64275,-79.39161,"Entire home/apt",174,3,1,"2019-09-01",0.12,4,174,3,6,3,3,0.192042689468014
102,415111,2064477,"Willowdale East",43.76095,-79.40969,"Entire home/apt",225,3,5,"2019-09-11",0.48,4,225,3,15,10,8,0.406797772801002
103,415135,2064477,"Waterfront Communities-The Island",43.64456,-79.39449,"Entire home/apt",174,3,2,"2017-07-11",0.06,4,174,3,0,0,-1,0.0433730748761088
104,415308,1299598,"Annex",43.66859,-79.41411,"Private room",100,3,28,"2019-08-03",0.29,1,100,3,163,86,87,0.382027421529827
105,418791,2082581,"Dufferin Grove",43.65395,-79.43132,"Entire home/apt",65,7,3,"2013-07-08",0.03,1,65,7,35,16,13,0.387150045715516
106,429943,377846,"East End-Danforth",43.68499,-79.29131,"Entire home/apt",69,3,39,"2020-03-29",0.41,10,69,3,224,118,125,0.409739334072876
107,436403,1429488,"Moss Park",43.6617,-79.37496,"Entire home/apt",195,14,222,"2020-04-09",2.54,2,195,14,942,564,539,0.327718883746678
108,445708,2213896,"Kensington-Chinatown",43.65573,-79.40168,"Entire home/apt",150,7,112,"2018-06-28",1.16,1,150,7,1008,522,461,0.407580074322547
109,447884,200354,"Kensington-Chinatown",43.65646,-79.4031,"Private room",200,2,1,"2014-03-31",0.01,1,200,2,1,3,8,-0.0285187181747845
110,449650,1402232,"South Parkdale",43.63927,-79.43033,"Entire home/apt",200,1,254,"2020-01-27",3.63,5,200,1,1678,799,716,0.379080229810346
111,454927,2260447,"Church-Yonge Corridor",43.66114,-79.38157,"Private room",90,2,354,"2020-03-17",3.65,3,90,2,2835,1458,1313,0.409634682205654
112,455640,591649,"Humewood-Cedarvale",43.68698,-79.42234,"Entire home/apt",141,30,9,"2015-11-01",0.1,2,141,30,149,69,73,0.387780333220141
113,456371,2268652,"Woodbine Corridor",43.67741,-79.31079,"Private room",30,30,18,"2020-03-29",0.25,3,30,30,159,77,74,0.250914115276804
114,457588,1805882,"Church-Yonge Corridor",43.65475,-79.37934,"Entire home/apt",240,5,7,"2018-06-29",0.08,4,240,5,37,24,25,0.383635065881176
116,462366,2297131,"Brookhaven-Amesbury",43.7063,-79.48768,"Private room",55,1,33,"2019-10-14",0.35,1,55,1,204,93,82,0.486234202710378
117,464313,2307239,"Waterfront Communities-The Island",43.64428,-79.40268,"Entire home/apt",188,3,65,"2020-03-02",0.79,1,188,3,663,332,333,0.390117191485493
118,466650,1039434,"Waterfront Communities-The Island",43.64353,-79.40154,"Entire home/apt",164,30,58,"2020-03-06",0.62,3,164,30,394,194,170,0.401370683174419
119,473827,2349264,"Oakwood Village",43.6879,-79.43938,"Entire home/apt",108,60,99,"2020-02-06",1.04,1,108,60,718,430,357,0.403422270775501
121,495303,1241161,"Dovercourt-Wallace Emerson-Junction",43.66444,-79.42534,"Entire home/apt",98,29,115,"2019-11-11",1.24,2,98,29,686,372,355,0.347130161698836
122,499590,1615266,"Parkwoods-Donalda",43.75809,-79.31778,"Entire home/apt",200,360,1,"2012-07-16",0.01,2,200,70,8,5,4,0.385661635569499
123,509575,2511000,"Moss Park",43.65751,-79.37178,"Private room",80,3,12,"2019-07-21",0.13,24,80,3,25,19,22,0.285166169366104
124,511141,2518222,"Little Portugal",43.64887,-79.43202,"Entire home/apt",138,3,118,"2020-01-08",1.24,3,138,3,723,370,330,0.406323070799369
125,511463,211533,"Dovercourt-Wallace Emerson-Junction",43.66021,-79.43757,"Entire home/apt",150,2,6,"2016-08-28",0.07,1,150,2,77,40,47,0.375300409122402
126,516823,533496,"Junction Area",43.66585,-79.47556,"Entire home/apt",67,3,169,"2020-02-28",1.76,1,67,3,1352,703,687,0.397939947095889
127,517709,2549053,"Trinity-Bellwoods",43.65264,-79.411,"Entire home/apt",225,2,76,"2018-08-16",0.82,1,225,2,657,332,296,0.431243294878452
128,519845,1615266,"Parkwoods-Donalda",43.75896,-79.31819,"Entire home/apt",52,4,46,"2020-01-23",0.49,2,52,4,347,199,212,0.408680385583656
129,525387,1559845,"Dovercourt-Wallace Emerson-Junction",43.65875,-79.44551,"Entire home/apt",115,3,66,"2020-04-05",0.69,1,115,3,608,331,311,0.386413420540235
130,526594,2588098,"Willowdale East",43.76651,-79.40411,"Entire home/apt",67,28,6,"2014-12-01",0.06,1,67,28,53,12,43,0.168691539372051
131,526705,1698603,"Roncesvalles",43.64279,-79.43347,"Entire home/apt",139,7,51,"2019-12-29",0.54,2,139,7,546,278,224,0.387784890578672
133,529189,2597290,"Trinity-Bellwoods",43.65248,-79.40885,"Private room",55,3,154,"2020-03-07",1.62,2,55,3,1297,625,613,0.37446317014187
134,529256,2597290,"Trinity-Bellwoods",43.65038,-79.41019,"Private room",55,3,113,"2020-03-10",1.18,2,55,3,749,365,319,0.380945481440472
135,533659,1019968,"Waterfront Communities-The Island",43.63931,-79.38174,"Entire home/apt",219,2,147,"2020-04-10",1.54,1,219,2,860,428,401,0.362441300793162
136,534962,2511000,"Moss Park",43.66002,-79.37217,"Private room",80,3,9,"2020-01-01",0.11,24,80,3,9,-1,7,0.142259677226235
137,535006,2511000,"Moss Park",43.65931,-79.37258,"Private room",75,3,12,"2019-07-27",0.13,24,75,3,16,5,7,0.19988016686552
138,535025,2511000,"Moss Park",43.66015,-79.37206,"Hotel room",55,3,26,"2020-02-21",0.3,24,55,3,72,46,38,0.350677824703436
139,535079,2511000,"Moss Park",43.65852,-79.37165,"Private room",65,3,5,"2020-01-01",0.06,24,65,3,-3,3,2,0.0876891111203823
140,535086,2511000,"Moss Park",43.65796,-79.37146,"Private room",65,3,12,"2018-10-22",0.14,24,65,3,71,42,40,0.345544540595113
141,535110,2511000,"Moss Park",43.65823,-79.37213,"Private room",60,3,15,"2020-03-01",0.16,24,60,3,33,16,21,0.213540194037912
142,535124,2511000,"Moss Park",43.66004,-79.37175,"Private room",60,3,5,"2018-11-21",0.05,24,60,3,4,-3,1,0.0767481829353726
143,543242,436011,"Little Portugal",43.65007,-79.42561,"Private room",69,2,213,"2020-03-15",2.31,1,69,2,1418,637,496,0.380246758755688
144,543810,2671905,"Waterfront Communities-The Island",43.64147,-79.39269,"Entire home/apt",200,3,11,"2015-08-16",0.14,1,200,3,82,35,47,0.285048706977519
145,547777,2692759,"Palmerston-Little Italy",43.66101,-79.42695,"Entire home/apt",90,2,3,"2017-10-17",0.03,1,90,2,39,19,15,0.571882802613528
146,553788,1367540,"Moss Park",43.6567,-79.37324,"Private room",59,1,52,"2019-07-16",0.55,12,59,1,88,41,52,0.192294274002073
147,556724,2737251,"High Park-Swansea",43.64842,-79.4546,"Entire home/apt",245,6,3,"2015-08-19",0.04,1,245,6,30,10,8,0.347081840434454
148,560148,1027776,"Mount Pleasant West",43.69813,-79.3915,"Private room",675,1,39,"2019-09-15",0.41,2,350,1,184,101,88,0.351777439581104
149,563542,227740,"Palmerston-Little Italy",43.65707,-79.41011,"Entire home/apt",98,3,1,"2013-08-20",0.01,1,98,3,7,5,6,0.564518512015063
150,571239,2811178,"Greenwood-Coxwell",43.68181,-79.32462,"Entire home/apt",250,3,37,"2020-01-02",0.4,2,250,3,214,123,114,0.351348646755154
151,571429,377846,"East End-Danforth",43.68617,-79.29311,"Entire home/apt",110,3,29,"2019-12-02",0.32,10,110,3,140,71,67,0.308603214337606
153,573892,2175675,"Waterfront Communities-The Island",43.64278,-79.37985,"Entire home/apt",119,30,82,"2020-03-15",0.88,2,119,30,468,254,348,0.372055475375198
154,579918,1160065,"Niagara",43.63803,-79.41904,"Entire home/apt",129,3,13,"2019-08-28",0.14,1,129,3,124,66,53,0.435372371360153
155,593324,2929774,"South Riverdale",43.66096,-79.34763,"Entire home/apt",115,7,7,"2015-10-06",0.08,1,115,7,43,9,6,0.120455289902596
156,599591,2771272,"Dufferin Grove",43.65354,-79.43508,"Entire home/apt",90,2,199,"2020-04-01",2.12,3,90,2,1248,695,640,0.395859215384523
157,602407,2980659,"Woodbine Corridor",43.67666,-79.31322,"Private room",69,4,40,"2019-08-10",0.43,1,69,4,268,133,132,0.374061881489964
158,602943,2511000,"Moss Park",43.65759,-79.37072,"Private room",65,3,10,"2017-03-15",0.13,24,65,3,7,1,0,0.198839747076841
159,611735,1241161,"Dovercourt-Wallace Emerson-Junction",43.66377,-79.42463,"Private room",79,2,10,"2018-08-05",0.11,2,79,2,64,37,32,0.375859536573691
161,620965,897683,"Birchcliffe-Cliffside",43.70519,-79.24774,"Private room",35,5,27,"2020-04-30",0.29,2,35,5,238,123,107,0.415731717753043
163,625877,2268652,"Woodbine Corridor",43.67567,-79.3122,"Private room",31,30,17,"2020-01-01",0.23,3,31,30,211,109,96,0.405156452026424
164,625942,2268652,"Woodbine Corridor",43.67638,-79.3102,"Private room",32,28,9,"2017-10-08",0.11,3,32,28,79,38,30,0.38469251112323
166,629995,1698603,"Roncesvalles",43.64372,-79.43283,"Shared room",159,1,3,"2019-06-01",0.03,2,159,1,26,15,8,0.323154963630616
167,638500,3178928,"South Parkdale",43.63912,-79.43946,"Entire home/apt",96,4,10,"2016-09-26",0.17,1,96,4,48,26,24,0.359015538880039
168,638586,3186285,"Waterfront Communities-The Island",43.64271,-79.39244,"Entire home/apt",180,10,61,"2019-04-07",0.87,1,180,10,282,145,125,0.376495693743357
169,643389,3217095,"South Parkdale",43.63514,-79.42736,"Entire home/apt",65,7,3,"2017-05-20",0.07,1,65,7,9,4,5,0.187460613349429
170,643916,574360,"Junction Area",43.66203,-79.47818,"Entire home/apt",119,3,5,"2016-04-27",0.07,1,119,3,43,25,19,0.420093632133151
171,654048,3289972,"Morningside",43.78505,-79.20887,"Entire home/apt",276,4,14,"2020-03-08",0.16,1,276,4,114,51,59,0.439294090221191
172,655522,3299954,"Kensington-Chinatown",43.65805,-79.39601,"Entire home/apt",84,4,29,"2018-08-10",0.31,1,84,4,221,104,86,0.413297724685179
173,666158,3367744,"Bay Street Corridor",43.65492,-79.38185,"Entire home/apt",800,3,41,"2018-06-25",0.5,1,350,3,235,136,122,0.391458916652569
174,666670,377846,"East End-Danforth",43.68524,-79.2911,"Entire home/apt",58,3,45,"2020-03-31",0.54,10,58,3,210,124,120,0.395974057662083
176,674193,3422913,"Mount Pleasant West",43.7024,-79.39664,"Private room",65,3,96,"2020-03-18",1.07,1,65,3,946,402,385,0.395394903700171
177,677355,2741400,"Palmerston-Little Italy",43.65806,-79.41356,"Private room",35,1,148,"2019-10-19",1.85,5,35,1,762,417,352,0.424619696469566
178,682099,2034186,"Kensington-Chinatown",43.65047,-79.39239,"Private room",93,1,241,"2019-12-13",2.58,1,93,1,1786,893,785,0.435821146987329
179,683292,3482429,"Humbermede",43.74975,-79.54777,"Private room",38,1,135,"2019-11-01",1.46,3,38,1,775,375,392,0.402707359415001
180,683293,3482429,"Humbermede",43.74979,-79.54896,"Private room",45,1,60,"2020-03-27",0.66,3,45,1,314,161,135,0.433963468083895
181,701230,3587917,"High Park North",43.65848,-79.45408,"Entire home/apt",100,5,15,"2018-07-31",0.18,1,100,5,114,49,54,0.427357522877011
182,702286,3604846,"Roncesvalles",43.65369,-79.45178,"Entire home/apt",209,120,17,"2019-08-12",0.18,5,209,70,149,68,81,0.328188162789698
183,703124,3604846,"High Park-Swansea",43.65541,-79.45327,"Entire home/apt",344,120,20,"2020-01-02",0.26,5,350,70,80,44,38,0.382271116158493
184,703133,3604846,"High Park-Swansea",43.65541,-79.45289,"Entire home/apt",285,120,10,"2020-03-14",3.95,5,285,70,37,17,21,0.361937409801395
185,707799,1289097,"Waterfront Communities-The Island",43.64827,-79.36607,"Entire home/apt",145,2,3,"2012-11-25",0.03,1,145,2,25,20,17,0.471215360877796
186,719384,1919294,"Bayview Village",43.7676,-79.38263,"Entire home/apt",159,5,6,"2019-11-02",0.1,84,159,5,20,6,3,0.377404800354515
187,720213,3238718,"Waterfront Communities-The Island",43.64333,-79.40176,"Entire home/apt",149,3,51,"2020-04-06",0.56,1,149,3,485,242,227,0.359210152370401
188,728296,1919294,"Niagara",43.63863,-79.41408,"Entire home/apt",169,5,13,"2018-10-04",0.17,84,169,5,42,22,17,0.376629360547944
189,728817,3783106,"Roncesvalles",43.64111,-79.44661,"Entire home/apt",270,6,9,"2018-07-22",0.11,1,270,6,123,63,68,0.362209715404565
190,732562,3814089,"Leaside-Bennington",43.71558,-79.36382,"Entire home/apt",98,7,158,"2020-03-15",2.09,2,98,7,1165,596,546,0.389094798360618
192,734305,3827668,"Waterfront Communities-The Island",43.64015,-79.39331,"Entire home/apt",150,90,19,"2016-09-11",0.3,1,150,70,182,91,95,0.420561042112148
193,738252,3604846,"High Park-Swansea",43.65394,-79.45248,"Entire home/apt",205,120,9,"2018-03-08",0.1,5,205,70,19,12,22,0.248006961683405
194,739568,3709828,"Bay Street Corridor",43.65258,-79.38203,"Entire home/apt",170,120,11,"2020-04-27",0.51,5,170,70,76,42,28,0.483724577117049
195,742076,3377580,"Ionview",43.73273,-79.27358,"Private room",141,7,21,"2019-09-29",0.25,2,141,7,155,71,77,0.391067160341133
196,756619,3982898,"Cabbagetown-South St.James Town",43.66487,-79.37103,"Private room",69,2,51,"2020-05-04",0.61,3,69,2,610,295,281,0.386999323046446
197,762143,4017316,"Waterfront Communities-The Island",43.63757,-79.39253,"Entire home/apt",93,180,6,"2017-06-03",0.08,1,93,70,40,23,15,0.40545509633252
198,762427,1591140,"Mount Pleasant West",43.70541,-79.39508,"Entire home/apt",75,5,44,"2020-03-22",0.49,2,75,5,269,139,139,0.36197899318145
200,771141,4068231,"Moss Park",43.65649,-79.3715,"Entire home/apt",75,28,25,"2019-12-31",0.29,3,75,28,156,62,52,0.386566121277997
201,775965,1581404,"Roncesvalles",43.65394,-79.44922,"Entire home/apt",96,14,3,"2019-09-01",0.07,1,96,14,27,12,14,0.47275278074415
202,776320,4094364,"Palmerston-Little Italy",43.66237,-79.41412,"Entire home/apt",150,5,59,"2020-01-21",1.62,2,150,5,507,248,198,0.417574838661559
203,777132,1664833,"Don Valley Village",43.77563,-79.34923,"Private room",67,1,85,"2020-05-04",0.96,1,67,1,515,241,182,0.441974529170445
204,778990,1919294,"Waterfront Communities-The Island",43.64091,-79.39595,"Entire home/apt",149,5,10,"2020-01-01",0.18,84,149,5,17,11,11,0.246921732739588
