id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10410738,"Modern Private apartment
Hillcrest Toronto",50610533,George,,Humewood-Cedarvale,43.68337,-79.42752,Private room,97,1,173,2020-03-02,3.59,6,365
10412695,C3 Downtown Loft and Private Terrace,26753094,Keir,,Church-Yonge Corridor,43.66396,-79.37847,Entire home/apt,125,2,178,2020-02-27,3.39,4,46
10414700,E*^^*nice ensuite bathroom,49092095,Rachel,,Milliken,43.81945,-79.29267,Private room,31,1,51,2019-06-07,0.98,8,365
10428248,Beautiful Bloor West Village Home,53642370,Angela,,Runnymede-Bloor West Village,43.65549,-79.48281,Entire home/apt,231,6,1,2016-08-02,0.02,1,0
10428390,Monthly sublet 1BR - queer/friendly,1507347,Mel,,Dovercourt-Wallace Emerson-Junction,43.67321,-79.43526,Private room,28,1,0,,,1,0
10429663,Huge downtown 2 bedroom Victorian steps to it all,1323880,Niklaus,,Bay Street Corridor,43.66481,-79.38495,Entire home/apt,245,2,11,2016-08-16,0.22,2,0
10437675,Downtown and convenient,52183791,Craig,,Moss Park,43.65707,-79.37165,Entire home/apt,79,3,17,2020-04-24,0.33,1,22
10453200,Large 1 Bedroom Private Apt with TV,53855867,Stephanie,,Dufferin Grove,43.65038,-79.4383,Entire home/apt,69,5,114,2020-03-04,2.20,2,269
10458594,Beach Studio in Toronto! La Playa!,13633667,Nuria,,East End-Danforth,43.68555,-79.29473,Entire home/apt,52,5,61,2020-02-27,1.20,2,172
10468084,Private room/bathroom in Toronto's downtown core,103817,Kyla,,Bay Street Corridor,43.649,-79.38601,Private room,80,2,125,2017-08-31,2.39,1,0
10471651,Master Bedroom in basement apartment,24085234,Cristina,,Caledonia-Fairbank,43.68679,-79.46065,Private room,35,4,13,2020-03-21,0.28,9,365
10472836,"Great 1 Brm Apt in East End, Leslieville/ Beach",7674927,Michael,,Greenwood-Coxwell,43.66877,-79.32205,Entire home/apt,53,2,76,2020-03-26,1.48,1,0
10475789,Private BR in bright & clean appt,20859866,Vera,,St.Andrew-Windfields,43.75984,-79.36172,Private room,52,1,3,2018-04-03,0.06,1,0
10478204,Cozy and accessible to Transit,54006777,Shaggy,,L'Amoreaux,43.79657,-79.32161,Private room,141,1,0,,,1,365
10485802,Cozy Rustic Exposed Red Brick Suite,20408425,Nick,,Little Portugal,43.65098,-79.4258,Entire home/apt,98,4,9,2018-11-11,0.19,8,36
10489621,Trendy Little Italy 1 Bedroom Apt,54063544,Brittany And Adam,,Palmerston-Little Italy,43.65831,-79.42121,Entire home/apt,90,2,14,2019-01-18,0.29,1,0
10513735,Amazing cozy downtown place,25629394,Ahmed,,Waterfront Communities-The Island,43.64273,-79.38009,Entire home/apt,82,3,0,,,1,0
10516632,"Newly renovated, private bed+bath",12164033,Al,,Islington-City Centre West,43.64363,-79.5308,Private room,55,1,15,2017-09-05,0.29,1,0
10521800,STYLISH MODERN 2BD - GREAT LOCATION,1356441,Veki & T,,Trinity-Bellwoods,43.64535,-79.42115,Entire home/apt,84,2,198,2020-02-16,3.80,1,240
10522283,Minutes to Bessarion Subway (Female Only),32452753,Jennifer,,Bayview Village,43.77174,-79.37062,Private room,89,3,0,,,1,180
10523481,Cozy Room in Charming house,47011532,James,,Don Valley Village,43.78658,-79.34709,Private room,46,2,1,2016-08-22,0.02,1,0
10526539,Comfortable Room on Trendy Queen St,39544470,Jay,,Little Portugal,43.64427,-79.42338,Private room,30,1,52,2019-06-01,0.99,1,0
10543372,Sunny studio in electic Queen West,7830452,Vân Anh,,Niagara,43.64419,-79.4095,Entire home/apt,65,1,3,2016-07-18,0.06,1,0
10547910,"Clean, convenient, and cute",40683821,Tommy,,South Parkdale,43.63877,-79.45284,Private room,45,1,0,,,1,0
10551223,Cozy Condo In Heart Of Downtown,54114040,Zihao (Jack),,Church-Yonge Corridor,43.64897,-79.3777,Entire home/apt,89,1,1,2016-02-14,0.02,1,0
10551641,Spectacular uptown 2 Bedroom/ Free Parking/Wifi,54422135,Sarah,,Willowdale East,43.7752,-79.41422,Entire home/apt,84,1,7,2019-11-04,0.22,17,218
10565665,Den Bedroom,12738823,David And Nicole,,York University Heights,43.75279,-79.49209,Private room,31,1,9,2020-02-02,0.17,2,89
10570120,2 BEDS/AMAZING LOCATION/SPACIOUS/COMFORT/YORKVILLE,8698175,Aj,,Annex,43.66903,-79.39707,Entire home/apt,187,7,85,2020-03-08,1.79,2,365
10571426,Liberty Village 2br Condo with free parking,1948752,Diego Damian,,Niagara,43.63931,-79.41351,Entire home/apt,160,2,187,2020-02-23,3.58,2,82
10574640,A room in townhouse on 2nd floor,54547102,Ndahimana,,Malvern,43.80216,-79.21051,Private room,51,1,0,,,1,0
10595180,"Sunny, single bed, desk, computer",54666909,Leo,,Westminster-Branson,43.78034,-79.4509,Private room,91,1,0,,,1,0
10597063,Laneway Loft-House ✨,779417,Andrea,,Greenwood-Coxwell,43.68204,-79.32498,Entire home/apt,219,2,27,2019-10-14,0.69,1,88
10608713,Charming 1 Bedroom Midtown Toronto,8653247,Liz,,Yonge-Eglinton,43.70547,-79.40193,Entire home/apt,51,30,0,,,1,0
10611732,Cozy Studio with Gym & close to TTC,54757832,Crystal,,Bendale,43.7728,-79.25621,Entire home/apt,149,2,1,2016-02-20,0.02,1,0
10616288,Charming Studio Apt near Casa Loma,1631066,Susanne,,Casa Loma,43.6759,-79.41206,Entire home/apt,70,90,15,2018-02-25,0.29,2,0
10624032,Uptown Funk Studio +Parking,54834190,Sal,,Willowdale East,43.77178,-79.40806,Entire home/apt,32,2,2,2016-02-20,0.04,1,0
10633629,Amazing location 2 BR condo,54893250,Maureen,,Waterfront Communities-The Island,43.64978,-79.38813,Entire home/apt,119,2,9,2016-09-15,0.19,1,0
10646501,Bedroom and Bathroom by the Lake,2854730,Andrew,,Niagara,43.63553,-79.40446,Private room,69,1,278,2020-03-06,5.39,1,217
10656312,Express Comfy Couch Surf,55034734,Shavar,,Mimico (includes Humber Bay Shores),43.62518,-79.48878,Shared room,39,1,0,,,1,358
10659412,Private green room in a spacious home,51258214,Jane,,Mount Pleasant West,43.70063,-79.38772,Private room,58,180,4,2016-06-28,0.08,1,365
10670068,1 BR  - Downtown Apartment,52310402,Ben,,University,43.66436,-79.40799,Entire home/apt,174,2,10,2017-08-07,0.21,1,0
10675632,Luxury King West apartment,6456119,Leila,,Waterfront Communities-The Island,43.64193,-79.4011,Entire home/apt,91,4,3,2016-10-31,0.07,1,0
10677983,"Cozy, Spacious Villa in the Heart of Little Italy!",7165743,Jesse,,Palmerston-Little Italy,43.65509,-79.42404,Private room,62,1,9,2019-11-25,0.66,1,179
10681460,Luxury TIFF Condo,4103709,Dawson,,Waterfront Communities-The Island,43.64739,-79.39124,Entire home/apt,112,1,0,,,1,0
10683850,"Clean, small bachelor Apt.",3720395,Maryam,,Mount Pleasant West,43.69953,-79.39001,Entire home/apt,80,2,11,2020-03-15,0.21,1,306
10687190,Upscale condo  conveniently located,55212390,Laurie,,Lansing-Westgate,43.76599,-79.41306,Private room,75,1,59,2020-05-03,1.16,1,341
10689777,197 Yonge st  bachelor,32304883,Dina,,Bay Street Corridor,43.64976,-79.37845,Entire home/apt,70,1,0,,,2,0
10706580,Beautiful Basement apartment,55323063,Rigo & Laura,,West Hill,43.77107,-79.19653,Entire home/apt,60,2,181,2020-03-31,3.63,1,358
10707985,1 Bedroom in GREAT location!,55332257,Jason,,South Riverdale,43.65732,-79.34926,Entire home/apt,69,6,0,,,1,0
10709533,Bachelorette pad in the village.,39299847,Jessie,,Church-Yonge Corridor,43.66292,-79.37843,Entire home/apt,84,2,1,2016-02-16,0.02,1,0
10709971,1 BDRM Condo + parking near airport,32611456,Anushan,,Black Creek,43.75812,-79.51491,Entire home/apt,127,1,0,,,1,365
10719537,"Comfy Bedroom @ York University, Toronto",30753730,Jeishan,,York University Heights,43.76771,-79.50161,Private room,39,2,29,2019-06-30,0.56,13,0
10720871,Central & Cosy Downtown Apartment,5519919,Varun,,Church-Yonge Corridor,43.65888,-79.37929,Entire home/apt,84,2,28,2017-10-16,0.62,1,0
10722107,Luxury 2 Bedroom Loft Central - L3,4356799,T.,,Waterfront Communities-The Island,43.64504,-79.39011,Entire home/apt,98,1,58,2020-04-14,1.21,14,333
10735384,"Cozy Basement Near Airport, Highways & Bus Stop",40429377,Brandon,,Brookhaven-Amesbury,43.70426,-79.49662,Entire home/apt,60,2,31,2020-03-15,0.87,1,0
10741167,Brockton Village / Little Portugal 3 B/R house,4234343,Dan,,Little Portugal,43.64832,-79.43669,Entire home/apt,110,2,4,2016-11-27,0.09,1,0
10745325,Higher-End Home w Ravine btw Airport & Downtown,55545975,Heather,,Stonegate-Queensway,43.64067,-79.50547,Private room,84,3,1,2016-02-09,0.02,1,0
10749631,Cute Surrealist Room Roncesvalles ♡,17412262,Candace + Mr. Fitz,,Roncesvalles,43.6512,-79.45026,Private room,30,2,124,2020-04-01,2.42,2,65
10752614,Boho-Chique Room in Roncesvalles ♡,17412262,Candace + Mr. Fitz,,Roncesvalles,43.65122,-79.44975,Private room,37,2,158,2020-02-29,3.10,2,64
10754391,Private Room close to Toronto,23832331,Salman,,Thistletown-Beaumond Heights,43.74154,-79.57491,Private room,39,1,0,,,1,0
10762801,2 BED 2 BATH - KING/QUEEN ST WEST with PARKING,16672293,Tina & Dave,,Waterfront Communities-The Island,43.64641,-79.39212,Entire home/apt,170,2,22,2017-12-27,0.44,2,0
10764814,"Spacious, bright room-share area",35084172,Nick And Hellen,,Old East York,43.69907,-79.32956,Private room,28,75,7,2020-03-19,0.14,5,0
10774053,Luxury Tridel 1 bedroom condo,55732406,Pouya,,Willowdale East,43.77422,-79.4133,Entire home/apt,53,7,5,2019-03-16,0.10,1,0
10784626,Friendly and Activity-Filled Condo,34516904,Sanjay,,Niagara,43.63767,-79.40547,Entire home/apt,60,1,10,2016-06-28,0.19,1,0
10787516,Luxury condo downtown in Entertainment district,8289560,Nash,,Waterfront Communities-The Island,43.64432,-79.40164,Entire home/apt,119,2,4,2018-12-29,0.22,2,0
10788954,Airy Loft Space near Distillery District,38711670,Pinoo,,Moss Park,43.65678,-79.35852,Entire home/apt,225,2,65,2020-02-16,1.35,1,361
10791293,Downtown Luxury Suite! Private Bathroom,55843503,Angela,,North St.James Town,43.66811,-79.37659,Private room,150,2,53,2019-09-30,1.08,1,66
10804047,Penthouse Studio with City View,55906756,Matthew,,Waterfront Communities-The Island,43.64605,-79.39218,Entire home/apt,84,2,4,2017-09-06,0.08,1,0
10805318,Christine's Place,55933118,Christine,,High Park-Swansea,43.64986,-79.47525,Entire home/apt,231,3,23,2020-03-29,0.47,1,180
10811863,Downtown Condo,1394539,Charles,,Cabbagetown-South St.James Town,43.66638,-79.375,Entire home/apt,119,3,244,2020-02-10,4.75,1,5
10813165,New Condo @ Bayview/Sheppard,40335031,Jin,,Bayview Village,43.76579,-79.38341,Entire home/apt,77,1,10,2017-07-09,0.19,1,127
10815551,Pristine 2 Bedroom Condo,17834182,Dylan And Cera,,Waterfront Communities-The Island,43.64335,-79.39093,Entire home/apt,285,2,23,2019-12-21,0.45,1,365
10822225,St Lawrence Market 1brdm Condo,1769386,Penelope,,Moss Park,43.65261,-79.37061,Entire home/apt,132,3,33,2016-10-11,0.65,2,0
10822840,Large family-friendly house in Dufferin Grove,3740441,Allyson,,Dufferin Grove,43.65436,-79.42948,Entire home/apt,200,14,4,2019-08-24,0.19,2,35
10823532,Beach Bedroom Minutes To The Water,34268583,Jonathan,,The Beaches,43.6724,-79.28772,Private room,65,1,12,2016-08-01,0.24,2,0
10823737,Lakeview 1 Bdrm + Den Downtown Core,4077041,Delaan,,Waterfront Communities-The Island,43.64234,-79.38332,Entire home/apt,225,2,5,2016-08-15,0.10,1,0
10835701,Japan Inspired Studio Apartment,19461277,PaperBox Mgnt,,Church-Yonge Corridor,43.6552,-79.37519,Entire home/apt,98,7,432,2020-03-26,8.32,25,0
10835980,"Warm, Inviting Guest Space in Quiet Neighbourhood",56113527,Anna,,West Hill,43.76996,-79.15797,Private room,39,2,118,2020-03-25,2.38,1,15
10837500,Bright Private Room for 2,54062486,Carla,,Corso Italia-Davenport,43.68318,-79.45146,Private room,45,2,74,2020-03-30,1.46,2,365
10847375,Casa Dama - Bright Beautiful Charming Apartment,56181713,Andrea,,Regent Park,43.66098,-79.36025,Entire home/apt,219,2,2,2019-01-01,0.12,2,0
10850529,"Bright, modern 1brm + den downtown",1769386,Penelope,,Moss Park,43.65246,-79.37048,Entire home/apt,160,3,0,,,2,0
10851687,Cozy Bright Bedroom share bsmt apt.,35084172,Nick And Hellen,,Old East York,43.70022,-79.3298,Private room,32,90,3,2016-10-01,0.06,5,75
10853135,"Large-bright, share the basement apartment",35084172,Nick And Hellen,,Old East York,43.69827,-79.33059,Private room,30,75,3,2019-12-21,0.07,5,261
10854857,David's Two Bedroom - Stacked Townhouse,5952691,David,,Dufferin Grove,43.6563,-79.44552,Entire home/apt,150,4,1,2016-02-16,0.02,1,0
10856717,Best location in beautiful Junction,11343370,Charlie,,Junction Area,43.66625,-79.4666,Private room,55,6,6,2018-05-02,0.13,2,365
10858946,Beautiful 1920 Arts and Crafts Home,8830982,Angela,,Humewood-Cedarvale,43.685,-79.42594,Entire home/apt,200,2,6,2019-12-26,0.13,1,0
10859818,Freshly Renovated Clean & Bright,1171437,Charlie,,Annex,43.67109,-79.40767,Entire home/apt,90,5,44,2019-07-10,0.86,2,158
10862232,"The Music Suite (Plus Free Parking, Gorgeous Deck)",36008582,Taylor & Bryn,,Weston-Pellam Park,43.67922,-79.46082,Private room,25,1,104,2019-09-01,2.01,1,96
10863804,Downtown Cityview Apartment,56278408,Michael,,Dufferin Grove,43.65982,-79.43078,Entire home/apt,276,1,0,,,1,0
10875136,Large Bloor West 1bedroom apartment,3935644,Kendra,,Dufferin Grove,43.66034,-79.43027,Entire home/apt,80,3,2,2017-04-28,0.05,1,0
10879676,Queen West Condo!,56367012,Ryan,,Little Portugal,43.64215,-79.42546,Private room,42,1,0,,,1,0
10879723,"2 Bed apartment in midtown, Toronto",56367100,Vanessa,,Lawrence Park South,43.72258,-79.40731,Entire home/apt,125,1,0,,,1,0
10880353,Cozy apartment by the lake,13207890,Emma,,South Parkdale,43.63868,-79.44548,Entire home/apt,80,4,6,2016-08-22,0.12,1,0
10884811,"Bright, Trendy Condo, City Views",21813745,Marie,,High Park-Swansea,43.64928,-79.45106,Entire home/apt,164,2,11,2017-07-01,0.29,1,0
10886233,"Annex Townhouse,Renovated+Best Area",7028492,Ian,,Annex,43.67093,-79.40257,Entire home/apt,125,3,0,,,1,0
10899140,Large One Bedroom Apartment in Parkdale.,43563,Schem,,South Parkdale,43.63546,-79.43712,Entire home/apt,87,2,63,2019-09-01,1.24,1,0
10909324,large bachelor on subway line at yonge/eg,39476480,Moe,,Mount Pleasant West,43.71143,-79.39789,Entire home/apt,48,3,12,2019-11-29,0.23,2,0
10922780,Newly renovated 2 bedroom apartment,56617821,Marie,,Alderwood,43.59969,-79.54677,Entire home/apt,219,1,0,,,1,90
10925910,Cozy Private Room in North Toronto,30735558,Emily,,Bedford Park-Nortown,43.73941,-79.4199,Private room,65,1,2,2016-08-13,0.04,1,0
10926633,Extra Large 1 Bedroom Super Cozy Downtown Condo,56641718,Sean,,Kensington-Chinatown,43.65121,-79.38902,Entire home/apt,150,120,5,2019-03-30,0.12,1,280
10926651,Nice Double bedroom for rent.,52477674,Mike,,Woodbine Corridor,43.68457,-79.3175,Private room,35,1,4,2020-03-31,0.08,3,365
10931720,Spacious Basement Apartment with Private Entrance,4879438,Heidi,,Woodbine-Lumsden,43.69842,-79.31817,Entire home/apt,100,2,8,2020-03-08,1.25,1,87
10937517,1 bedroom (entertainment district),16390005,Melissa,,Waterfront Communities-The Island,43.64829,-79.39158,Private room,125,1,0,,,1,0
10937741,Lovely house in Leslieville,56709498,Peter,,South Riverdale,43.66114,-79.3355,Entire home/apt,176,3,23,2019-09-02,0.49,2,90
10942826,Comfy apartment minutes away from the Heart of TO,16479090,Alexandra,,Waterfront Communities-The Island,43.64082,-79.39642,Entire home/apt,160,2,8,2018-11-11,0.34,2,0
10945810,Tarragon Lane two story townhouse,53585883,Pia,,Casa Loma,43.67558,-79.41314,Entire home/apt,200,5,2,2020-01-07,0.25,2,256
10946594,Open and Spacious Condo,56765847,Sha,,Willowdale East,43.75721,-79.40727,Entire home/apt,110,5,5,2018-08-25,0.12,1,36
10958212,Private Home in Toronto's West End (Sleeps 4),23657761,Michael,,Junction Area,43.66756,-79.46775,Entire home/apt,75,5,3,2017-09-10,0.06,1,0
10958345,Onyx Suite: Art+Design,26048,Terese,,Moss Park,43.65539,-79.36638,Entire home/apt,160,28,35,2019-09-20,0.68,1,364
10962364,Gorgeous executive Townhome,56861040,Michele,,Weston,43.70722,-79.53013,Entire home/apt,75,14,0,,,1,0
10965710,Short/long term furnished Apartment,23589701,Shahrzad,,Willowdale East,43.77525,-79.41236,Entire home/apt,100,15,5,2020-04-19,0.11,1,365
10967242,Charming 2-storey Little Italy loft,1575627,Huda,,Palmerston-Little Italy,43.65951,-79.41195,Entire home/apt,87,1,0,,,1,0
10982574,Studio apt. in downtown Toronto,56980889,Warren,,Cabbagetown-South St.James Town,43.66618,-79.37726,Entire home/apt,83,1,1,2016-02-15,0.02,1,0
10983779,Stylish DT Studio,6739062,Toronto Condo,,Annex,43.67033,-79.38689,Entire home/apt,119,1,4,2018-05-19,0.09,3,359
10984051,Bungalow getaway for 2 near TTC,39507671,Allan,,Woodbine-Lumsden,43.69,-79.30644,Private room,60,1,2,2016-02-14,0.04,1,0
10986962,Room with a view,18840339,Ingrid,,Little Portugal,43.64141,-79.42481,Private room,79,1,0,,,1,0
10990707,TORONTO- LITTLE ITALY 2 Bedroom,5216926,Nick,,Palmerston-Little Italy,43.65926,-79.41373,Entire home/apt,141,1,0,,,1,0
10994303,cozy & charming studio in wychwood,19749678,Danielle,,Wychwood,43.67763,-79.42638,Entire home/apt,60,3,1,2016-03-24,0.02,1,0
10995230,Modern and cosy unit by the lake w/parking,45782369,Julia,,Niagara,43.63784,-79.40533,Entire home/apt,98,28,68,2019-11-03,1.32,1,0
10995455,1 bdrm NBA All-Star weekend!,27113496,George,,Waterfront Communities-The Island,43.64701,-79.38969,Entire home/apt,350,3,0,,,1,0
11004627,Stay on T.O.'s prettiest street!,21937603,Mackenzie,,Palmerston-Little Italy,43.65704,-79.41137,Private room,55,2,35,2019-07-07,0.97,2,0
11007558,New-Heart of Downtown 2-Bedroom,27998605,"Robert & Catherine, Husband & Wife",,University,43.6608,-79.40665,Entire home/apt,79,30,98,2019-09-01,1.94,2,62
11007748,Comfy place,57120874,Deepak,,Moss Park,43.65295,-79.37155,Entire home/apt,281,1,0,,,1,0
11009319,Nice room on St.Clair west,57129847,Hannah,,Wychwood,43.68018,-79.43215,Private room,28,1,1,2016-02-27,0.02,1,0
11012044,1 Br+1 Den near FinchSubway+Parking,2779408,Moe,,Newtonbrook West,43.77959,-79.41926,Entire home/apt,157,1,98,2020-04-14,2.00,2,0
11021437,Stunning home in the trendy Juction,46402924,Darren,,Junction Area,43.66595,-79.47096,Entire home/apt,249,3,0,,,1,0
11021529,"Brand new apt, lake and city view",8427721,Maria,,Waterfront Communities-The Island,43.64295,-79.38169,Entire home/apt,401,1,3,2016-09-11,0.06,1,0
11022560,North York  Queen Size-Bed Suit,25805697,Cherry,,Willowdale East,43.77234,-79.3995,Private room,89,1,2,2018-08-05,0.06,4,364
11022785,Downtown fancy condo w/ everything,56925278,Kobe,,Regent Park,43.65956,-79.36125,Entire home/apt,127,1,1,2016-02-15,0.02,1,0
11022842,PRIVATE ROOM FOR STUDENTS,57200320,Geiza,,Oakwood Village,43.68879,-79.44684,Private room,70,30,0,,,1,364
11031880,Sunny Family-friendly Toronto apart,49746774,Andre,,Willowdale East,43.76487,-79.40953,Entire home/apt,148,2,1,2016-03-17,0.02,1,0
11037621,Bright and spacious top floor apt,57278041,Carolynna,,Lawrence Park South,43.71145,-79.41032,Entire home/apt,53,3,53,2019-07-28,1.20,1,0
11037846,Private Room in Lovely Corner House,27426558,Raj,,Willowdale West,43.77693,-79.42073,Private room,51,2,0,,,1,83
11058715,Beautiful Apartment Right Downtown,7216523,Keegan,,Church-Yonge Corridor,43.66346,-79.38164,Entire home/apt,119,5,1,2016-07-08,0.02,1,0
11059500,*STUNNING Victorian House!*,8005106,Gillie,,Trinity-Bellwoods,43.65362,-79.41456,Entire home/apt,308,2,48,2019-12-27,0.98,1,306
11060544,1 Bedroom Apartment Downtown,43214769,David,,Waterfront Communities-The Island,43.64015,-79.39011,Entire home/apt,100,1,1,2016-02-15,0.02,1,0
11061375,Downtown Toronto,9889341,Mo,,Church-Yonge Corridor,43.66928,-79.38012,Entire home/apt,125,180,1,2016-08-07,0.02,1,0
11066549,Looking for a flate mate,57441002,Mahmoud,,Church-Yonge Corridor,43.65488,-79.37964,Private room,55,20,0,,,1,0
11067277,Beautiful one bedroom condo,57446182,Saul,,Mimico (includes Humber Bay Shores),43.62466,-79.48594,Private room,70,6,3,2016-04-14,0.06,1,362
11068703,"Best Location, View AND attached to Union Station!",28880836,Asher,,Waterfront Communities-The Island,43.64262,-79.38053,Entire home/apt,159,20,264,2020-03-17,5.13,1,85
11070773,Waterfront accommodation for two!,39032805,Saniya,,Waterfront Communities-The Island,43.63956,-79.39734,Private room,80,2,11,2016-07-24,0.23,1,0
11077650,Luxury Loft in Fashion District,18227903,Mike,,Waterfront Communities-The Island,43.64291,-79.39958,Entire home/apt,100,1,0,,,1,0
11083114,Cheery Leslieville basement room.,57539400,Jane,,Greenwood-Coxwell,43.66987,-79.32588,Private room,35,1,57,2020-02-28,1.20,1,154
11084751,Beautiful Condo Room w Great View,19691495,Jin,,Willowdale East,43.76041,-79.40795,Private room,60,1,4,2016-02-13,0.08,1,0
11096725,"Parkdale 1,100 sq/ft Brick & Beam Loft",38484250,Jalil,,Roncesvalles,43.6426,-79.43041,Entire home/apt,84,4,11,2019-08-06,0.22,1,0
11099484,Perth Ave.,52935437,Christine,,Roncesvalles,43.65433,-79.44778,Entire home/apt,115,2,39,2019-09-14,0.76,1,0
11103657,Entire Home in Trendy Trinity-Bellwoods,7298941,Robyn,,Little Portugal,43.64711,-79.42677,Entire home/apt,211,28,6,2020-04-04,0.48,1,76
11103782,Friendly house to share - long term preferred,5845313,Catherine,,Dovercourt-Wallace Emerson-Junction,43.66047,-79.43456,Private room,90,210,0,,,4,220
11103932,"Luxurious, Spacious & Warm Apt.",57674011,Rose,,Tam O'Shanter-Sullivan,43.78455,-79.31124,Entire home/apt,141,4,4,2017-09-04,0.08,1,131
11105275,Clean and Bright Home in Parkdale,709418,Natasha,,South Parkdale,43.63434,-79.431,Entire home/apt,70,14,0,,,1,24
11113022,Downtown Condo 2KM from ACC,57731911,Dj,,Waterfront Communities-The Island,43.63774,-79.39774,Entire home/apt,231,1,0,,,1,0
11121115,Designer Home - Downtown 2 bedroom,954151,Jessica,,South Riverdale,43.66427,-79.35453,Entire home/apt,245,14,7,2019-08-04,0.15,2,177
11123445,Honey House in the Beach,57791518,Ann,,The Beaches,43.6755,-79.29856,Entire home/apt,79,2,192,2020-03-08,3.74,1,185
11123757,"Central, Bright, Spacious, Full Apartment",35334225,Jordan,,Dovercourt-Wallace Emerson-Junction,43.66762,-79.4211,Entire home/apt,90,2,22,2020-03-01,0.90,1,0
11123793,Upscale 2 bed/2 bath in King West,13141073,Nick,,Waterfront Communities-The Island,43.64463,-79.39904,Entire home/apt,299,2,0,,,1,0
11127420,Retro/vintage  Little Italy! (Rm 1),1225477,Mark,,Trinity-Bellwoods,43.65448,-79.41638,Private room,41,28,37,2019-10-20,0.72,5,157
11135880,"A White, Bright, Gorgeous Nest.",1402232,Abigail,,Dufferin Grove,43.65416,-79.43016,Entire home/apt,98,1,213,2020-03-27,4.14,5,147
11137390,3 Bedroom apartment in ICE Condos,1689424,Graham,,Waterfront Communities-The Island,43.64155,-79.38181,Entire home/apt,225,1,1,2016-06-05,0.02,1,0
11137625,"⭐Bright, Spacious & Trendy Gem in the ❤of it All⭐",57879991,Eric,,Trinity-Bellwoods,43.64834,-79.42416,Private room,66,3,178,2020-05-01,3.46,4,238
11142185,Artist Loft-Sunny Private Room,57906872,Leah,,Annex,43.67266,-79.41407,Shared room,34,1,1,2016-03-17,0.02,1,0
11147303,Enjoy a 1BDRM Condo in the Heart King West,4815096,Nelson,,Waterfront Communities-The Island,43.64498,-79.4021,Entire home/apt,169,3,13,2019-09-03,0.40,1,2
11148193,Brand New Condon With Lake View,13076934,Stefano,,Waterfront Communities-The Island,43.64254,-79.37182,Entire home/apt,500,1,0,,,1,0
11148329,Private Room B Near Dufferin Subway,46024106,Janet,,Dovercourt-Wallace Emerson-Junction,43.66396,-79.43728,Private room,53,1,48,2018-08-10,0.94,6,1
11159369,NEW Amazing 2 Bedroom + Office2,1919294,Toronto Suite Rentals,,Waterfront Communities-The Island,43.63883,-79.39852,Entire home/apt,149,28,2,2017-01-02,0.04,84,143
11161939,New reno in Beaches / Leslieville,52231951,Brian,,Greenwood-Coxwell,43.66584,-79.3192,Entire home/apt,58,180,0,,,1,180
11162502,Downtown Toronto 1 Bedroom Condo,36732753,Daniel,,Waterfront Communities-The Island,43.64292,-79.38225,Entire home/apt,500,1,0,,,1,0
11162658,Bright 2nd Floor Apt in the Beach,32092710,Janice,,Birchcliffe-Cliffside,43.67732,-79.2795,Entire home/apt,75,2,0,,,1,0
11162823,Newly Renovated Townhouse King West,7720576,Sarah,,Trinity-Bellwoods,43.64912,-79.41659,Entire home/apt,299,1,0,,,1,0
11163109,Hidden Gem on Dundas West (2),13066292,Jose,,Little Portugal,43.6506,-79.43532,Entire home/apt,60,1,185,2019-12-05,3.59,14,0
11163296,Luxurious Art Condo Downtown TO,5612410,Maria,,Niagara,43.6392,-79.41572,Entire home/apt,150,2,6,2016-08-28,0.12,1,0
11166917,Two bedroom at the Royalton,58094226,Frederic,,Bay Street Corridor,43.66185,-79.38506,Entire home/apt,499,1,0,,,1,0
11167367,"Modern, Bright and Cosy Apartment near the Beach",58097934,James,,The Beaches,43.67126,-79.30591,Entire home/apt,89,4,68,2020-03-31,1.42,1,272
11168201,Bright and Beautiful One Bedroom Apartment,43198035,Katya,,The Beaches,43.66592,-79.30432,Entire home/apt,98,30,13,2019-08-08,0.28,3,365
11168294,Modern 1+1  in Downtown St. Lawrence  Market,39752447,Jordan,,Waterfront Communities-The Island,43.64797,-79.36526,Entire home/apt,200,2,24,2019-06-25,0.47,1,0
11182063,New rooms with own washroom/kitchen,48060985,George,,Agincourt South-Malvern West,43.79437,-79.28278,Private room,138,2,34,2019-10-14,0.67,2,332
11184179,1 large queen size bedroom with own bathroom,1608817,Olga,,Westminster-Branson,43.78755,-79.46123,Private room,28,15,13,2019-12-31,0.27,2,127
11190299,Townhouse in Trendy Leslieville,30380293,Greg,,Greenwood-Coxwell,43.66788,-79.31727,Entire home/apt,350,1,0,,,1,0
11197840,"single room, 24 hs bus",24865610,Enrik,,Oakwood Village,43.67901,-79.4418,Private room,35,3,0,,,1,0
11202679,Private 2 level Apt. in the city,58333666,Gil,,Junction Area,43.66147,-79.48047,Entire home/apt,84,2,153,2020-03-21,3.13,1,308
11209639,Downtown Queen West Townhouse with Parking,33848656,Elize,,Niagara,43.64486,-79.40816,Entire home/apt,225,5,7,2018-08-18,0.15,2,0
11210004,"★ Spacious 2 Bedroom @ Union, Harbour, CN Tower ★",187320,Downtown Suite Living,,Waterfront Communities-The Island,43.6426,-79.38009,Entire home/apt,164,29,0,,,13,150
